,SYMBOL,Sector,NSE CODE
1203,JBCHEPHARM:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:JBCHEPHARM,"
1204,SANOFI:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:SANOFI,"
1205,GLAND:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:GLAND,"
1206,SUVENPHAR:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:SUVENPHAR,"
1207,NATCOPHARM:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:NATCOPHARM,"
1208,APLLTD:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:APLLTD,"
1209,ASTRAZEN:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:ASTRAZEN,"
1210,ERIS:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:ERIS,"
1211,GRANULES:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:GRANULES,"
1212,GLS:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:GLS,"
1213,CAPLIPOINT:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:CAPLIPOINT,"
1214,JUBLPHARMA:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:JUBLPHARMA,"
1215,MARKSANS:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:MARKSANS,"
1216,NEULANDLAB:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:NEULANDLAB,"
1217,STAR:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:STAR,"
1218,WOCKPHARMA:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:WOCKPHARMA,"
1219,AKUMS:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:AKUMS,"
1220,INDGN:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:INDGN,"
1221,INNOVACAP:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:INNOVACAP,"
1222,BLUEJET:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:BLUEJET,"
1223,CONCORDBIO:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:CONCORDBIO,"
1224,MEDPLUS:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:MEDPLUS,"
1225,PGHL:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:PGHL,"
1226,SPARC:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:SPARC,"
1227,FDC:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:FDC,"
1228,AMIORG:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:AMIORG,"
1229,AARTIDRUGS:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:AARTIDRUGS,"
1230,HIKAL:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:HIKAL,"
1231,AARTIPHARM:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:AARTIPHARM,"
1232,INDOCO:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:INDOCO,"
1233,ADVENZYMES:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:ADVENZYMES,"
1234,IOLCP:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:IOLCP,"
1235,UNICHEMLAB:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:UNICHEMLAB,"
1236,SHILPAMED:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:SHILPAMED,"
1237,SUPRIYA:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:SUPRIYA,"
1238,GUFICBIO:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:GUFICBIO,"
1239,DCAL:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:DCAL,"
1240,SEQUENT:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:SEQUENT,"
1241,TTKHLTCARE:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:TTKHLTCARE,"
1242,AMRUTANJAN:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:AMRUTANJAN,"
1243,ALEMBICLTD:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:ALEMBICLTD,"
1244,ORCHPHARMA:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:ORCHPHARMA,"
1245,HESTERBIO:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:HESTERBIO,"
1246,THEMISMED:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:THEMISMED,"
1247,MOREPENLAB:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:MOREPENLAB,"
1248,RPGLIFE:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:RPGLIFE,"
1249,SOLARA:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:SOLARA,"
1250,SUVEN:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:SUVEN,"
1251,JAGSNPHARM:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:JAGSNPHARM,"
1252,NGLFINE:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:NGLFINE,"
1253,MEDICAMEQ:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:MEDICAMEQ,"
1254,KOPRAN:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:KOPRAN,"
1255,BAJAJHCARE:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:BAJAJHCARE,"
1256,BLISSGVS:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:BLISSGVS,"
1257,LINCOLN:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:LINCOLN,"
1258,ZOTA:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:ZOTA,"
1259,PANACEABIO:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:PANACEABIO,"
1260,SMSPHARMA:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:SMSPHARMA,"
1261,MEDICO:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:MEDICO,"
1262,SYNCOMF:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:SYNCOMF,"
1263,WINDLAS:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:WINDLAS,"
1264,BALAXI:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:BALAXI,"
1265,SAKAR:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:SAKAR,"
1266,ZIMLAB:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:ZIMLAB,"
1267,INDSWFTLAB:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:INDSWFTLAB,"
1268,NECLIFE:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:NECLIFE,"
1269,LYKALABS:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:LYKALABS,"
1270,KILITCH:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:KILITCH,"
1271,ALBERTDAVD:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:ALBERTDAVD,"
1272,VENUSREM:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:VENUSREM,"
1273,BAFNAPH:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:BAFNAPH,"
1274,VALIANTLAB:NS,Pharmaceuticals & Drugs-HealthcareSmall Cap,"NSE:VALIANTLAB,"
1275,COOLCAPS:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:COOLCAPS,"
1276,ASTRAL:NS,Plastic Products-Plastic ProductsLarge Cap,"NSE:ASTRAL,"
1277,SUPREMEIND:NS,Plastic Products-Plastic ProductsLarge Cap,"NSE:SUPREMEIND,"
1278,FINPIPE:NS,Plastic Products-Plastic ProductsLarge Cap,"NSE:FINPIPE,"
1279,PRINCEPIPE:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:PRINCEPIPE,"
1280,EPL:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:EPL,"
1281,POLYPLEX:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:POLYPLEX,"
1282,RESPONIND:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:RESPONIND,"
1283,NILKAMAL:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:NILKAMAL,"
1284,MOLDTKPAC:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:MOLDTKPAC,"
1285,TARSONS:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:TARSONS,"
1286,JAICORPLTD:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:JAICORPLTD,"
1287,UFLEX:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:UFLEX,"
1288,JINDALPOLY:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:JINDALPOLY,"
1289,JISLJALEQS:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:JISLJALEQS,"
1290,APOLLOPIPE:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:APOLLOPIPE,"
1291,KINGFA:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:KINGFA,"
1292,TIMETECHNO:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:TIMETECHNO,"
1293,HUHTAMAKI:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:HUHTAMAKI,"
1294,GRWRHITECH:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:GRWRHITECH,"
1295,COSMOFIRST:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:COSMOFIRST,"
1296,XPROINDIA:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:XPROINDIA,"
1297,SHAILY:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:SHAILY,"
1298,ESTER:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:ESTER,"
1299,PPL:NS,Plastic Products-Plastic ProductsMid Cap,"NSE:PPL,"
1300,NAHARPOLY:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:NAHARPOLY,"
1301,KRITI:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:KRITI,"
1302,HITECHCORP:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:HITECHCORP,"
1303,TPLPLASTEH:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:TPLPLASTEH,"
1304,SAH:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:SAH,"
1305,KANPRPLA:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:KANPRPLA,"
1306,PILITA:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:PILITA,"
1307,PREMIERPOL:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:PREMIERPOL,"
1308,RPPL:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:RPPL,"
1309,TEXMOPIPES:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:TEXMOPIPES,"
1310,EMMBI:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:EMMBI,"
1311,BALAJEE:NS,Plastic Products-Plastic ProductsSmall Cap,"NSE:BALAJEE,"
1312,NTPC:NS,PowerPowerLarge Cap,"NSE:NTPC,"
1313,POWERGRID:NS,PowerPowerLarge Cap,"NSE:POWERGRID,"
1315,ADANIPOWER:NS,PowerPowerLarge Cap,"NSE:ADANIPOWER,"
1317,TATAPOWER:NS,PowerPowerLarge Cap,"NSE:TATAPOWER,"
1318,NHPC:NS,PowerPowerLarge Cap,"NSE:NHPC,"
1319,JSWENERGY:NS,PowerPowerLarge Cap,"NSE:JSWENERGY,"
1320,TORNTPOWER:NS,PowerPowerLarge Cap,"NSE:TORNTPOWER,"
1321,SJVN:NS,PowerPowerLarge Cap,"NSE:SJVN,"
1322,IEX:NS,PowerPowerLarge Cap,"NSE:IEX,"
1323,NLCINDIA:NS,PowerPowerLarge Cap,"NSE:NLCINDIA,"
1324,CESC:NS,PowerPowerLarge Cap,"NSE:CESC,"
1325,RPOWER:NS,PowerPowerLarge Cap,"NSE:RPOWER,"
1326,RELINFRA:NS,PowerPowerLarge Cap,"NSE:RELINFRA,"
1327,JPPOWER:NS,PowerPowerLarge Cap,"NSE:JPPOWER,"
1328,NAVA:NS,PowerPowerLarge Cap,"NSE:NAVA,"
1329,IWEL:NS,PowerPowerLarge Cap,"NSE:IWEL,"
1330,PTC:NS,PowerPowerMid Cap,"NSE:PTC,"
1331,RTNPOWER:NS,PowerPowerMid Cap,"NSE:RTNPOWER,"
1332,GIPCL:NS,PowerPowerMid Cap,"NSE:GIPCL,"
1333,BFUTILITIE:NS,PowerPowerMid Cap,"NSE:BFUTILITIE,"
1334,DPSCLTD:NS,PowerPowerMid Cap,"NSE:DPSCLTD,"
1335,GMRP&UI:NS,PowerPowerMid Cap,"NSE:GMRP&UI,"
1336,GREENPOWER:NS,PowerPowerMid Cap,"NSE:GREENPOWER,"
1337,ACMESOLAR:NS,PowerPowerMid Cap,"NSE:ACMESOLAR,"
1338,URJA:NS,PowerPowerSmall Cap,"NSE:URJA,"
1339,GVKPIL:NS,PowerPowerSmall Cap,"NSE:GVKPIL,"
1340,SURANAT&P:NS,PowerPowerSmall Cap,"NSE:SURANAT&P,"
1341,INDOWIND:NS,PowerPowerSmall Cap,"NSE:INDOWIND,"
1342,ENERGYDEV:NS,PowerPowerSmall Cap,"NSE:ENERGYDEV,"
1343,LINC:NS,Printing & Stationery-Media & Entertainment,"NSE:LINC,"
1344,KOKUYOCMLN:NS,Printing & Stationery-Media & Entertainment,"NSE:KOKUYOCMLN,"
1345,DGCONTENT:NS,Printing & Stationery-Media & Entertainment,"NSE:DGCONTENT,"
1346,DOMS:NS,Printing & Stationery-Media & Entertainment,"NSE:DOMS,"
1347,FLAIR:NS,Printing & Stationery-Media & Entertainment,"NSE:FLAIR,"
1348,NAVNETEDUL:NS,Printing And Publishing-Media & Entertainment,"NSE:NAVNETEDUL,"
1349,DBCORP:NS,Printing And Publishing-Media & Entertainment,"NSE:DBCORP,"
1350,MPSLTD:NS,Printing And Publishing-Media & Entertainment,"NSE:MPSLTD,"
1351,JAGRAN:NS,Printing And Publishing-Media & Entertainment,"NSE:JAGRAN,"
1352,REPRO:NS,Printing And Publishing-Media & Entertainment,"NSE:REPRO,"
1353,SANDESH:NS,Printing And Publishing-Media & Entertainment,"NSE:SANDESH,"
1354,SCHAND:NS,Printing And Publishing-Media & Entertainment,"NSE:SCHAND,"
1355,HMVL:NS,Printing And Publishing-Media & Entertainment,"NSE:HMVL,"
1356,HTMEDIA:NS,Printing And Publishing-Media & Entertainment,"NSE:HTMEDIA,"
1357,DJML:NS,Printing And Publishing-Media & Entertainment,"NSE:DJML,"
1358,TITAGARH:NS,Railways Wagons/AUTOMOBILE & ANCILLARIES,"NSE:TITAGARH,"
1359,TEXRAIL:NS,Railways Wagons/AUTOMOBILE & ANCILLARIES,"NSE:TEXRAIL,"
1360,CRISIL:NS,Ratings,"NSE:CRISIL,"
1361,ICRA:NS,Ratings,"NSE:ICRA,"
1362,CARERATING:NS,Ratings,"NSE:CARERATING,"
1363,RELIANCE:NS,Refineries-CRUDE OIL,"NSE:RELIANCE,"
1364,IOC:NS,Refineries-CRUDE OIL,"NSE:IOC,"
1365,BPCL:NS,Refineries-CRUDE OIL,"NSE:BPCL,"
1366,HINDPETRO:NS,Refineries-CRUDE OIL,"NSE:HINDPETRO,"
1367,MRPL:NS,Refineries-CRUDE OIL,"NSE:MRPL,"
1368,CHENNPETRO:NS,Refineries-CRUDE OIL,"NSE:CHENNPETRO,"
1369,RHIM:NS,Refractories/CAPITAL GOODS,"NSE:RHIM,"
1370,VESUVIUS:NS,Refractories/CAPITAL GOODS,"NSE:VESUVIUS,"
1371,IFGLEXPOR:NS,Refractories/CAPITAL GOODS,"NSE:IFGLEXPOR,"
1373,BORORENEW:NS,Renewable energy,"NSE:BORORENEW,"
1374,KPIGREEN:NS,Renewable energy,"NSE:KPIGREEN,"
1375,KOTYARK:NS,Renewable energy,"NSE:KOTYARK,"
1376,DMART:NS,Retailing,"NSE:DMART,"
1377,TRENT:NS,Retailing,"NSE:TRENT,"
1378,ABFRL:NS,Retailing,"NSE:ABFRL,"
1379,SHOPERSTOP:NS,Retailing,"NSE:SHOPERSTOP,"
1380,GOCOLORS:NS,Retailing,"NSE:GOCOLORS,"
1381,VAIBHAVGBL:NS,Retailing,"NSE:VAIBHAVGBL,"
1382,VMART:NS,Retailing,"NSE:VMART,"
1383,ARVINDFASN:NS,Retailing,"NSE:ARVINDFASN,"
1384,EMIL:NS,Retailing,"NSE:EMIL,"
1385,ETHOSLTD:NS,Retailing,"NSE:ETHOSLTD,"
1386,SPENCERS:NS,Retailing,"NSE:SPENCERS,"
1387,KHADIM:NS,Retailing,"NSE:KHADIM,"
1388,V2RETAIL:NS,Retailing,"NSE:V2RETAIL,"
1389,OSIAHYPER:NS,Retailing,"NSE:OSIAHYPER,"
1390,BCONCEPTS:NS,Retailing,"NSE:BCONCEPTS,"
1391,FCONSUMER:NS,Retailing,"NSE:FCONSUMER,"
1392,KORE:NS,Retailing,"NSE:KORE,"
1393,PNGJL:NS,Retailing,"NSE:PNGJL,"
1394,STYLEBAAZA:NS,Retailing,"NSE:STYLEBAAZA,"
1395,PVSL:NS,Retailing,"NSE:PVSL,"
1396,KALAMANDIR:NS,Retailing,"NSE:KALAMANDIR,"
1397,APCOTEXIND:NS,Rubber Products/AGRICULTURE,"NSE:APCOTEXIND,"
1398,PIXTRANS:NS,Rubber Products/AGRICULTURE,"NSE:PIXTRANS,"
1399,GRPLTD:NS,Rubber Products/AGRICULTURE,"NSE:GRPLTD,"
1400,ELGIRUBCO:NS,Rubber Products/AGRICULTURE,"NSE:ELGIRUBCO,"
1401,JGCHEM:NS,Rubber Products/AGRICULTURE,"NSE:JGCHEM,"
1402,MAZDOCK:NS,Ship Building,"NSE:MAZDOCK,"
1403,COCHINSHIP:NS,Ship Building,"NSE:COCHINSHIP,"
1404,GRSE:NS,Ship Building,"NSE:GRSE,"
1405,ADANIPORTS:NS,Shipping-Logistics,"NSE:ADANIPORTS,"
1406,GPPL:NS,Shipping-Logistics,"NSE:GPPL,"
1407,GESHIP:NS,Shipping-Logistics,"NSE:GESHIP,"
1408,SCI:NS,Shipping-Logistics,"NSE:SCI,"
1409,SEAMECLTD:NS,Shipping-Logistics,"NSE:SEAMECLTD,"
1410,DREDGECORP:NS,Shipping-Logistics,"NSE:DREDGECORP,"
1412,ESSARSHPNG:NS,Shipping-Logistics,"NSE:ESSARSHPNG,"
1413,RNAVAL:NS,Shipping-Logistics,"NSE:RNAVAL,"
1414,JSWINFRA:NS,Shipping-Logistics,"NSE:JSWINFRA,"
1415,GAEL:NS,Solvent Extraction/AGRICULTURE,"NSE:GAEL,"
1416,MANORAMA:NS,Solvent Extraction/AGRICULTURE,"NSE:MANORAMA,"
1417,RUCHINFRA:NS,Solvent Extraction/AGRICULTURE,"NSE:RUCHINFRA,"
1418,STYRENIX:NS,Speciality CHEMICALSMid Cap,"NSE:STYRENIX,"
1419,HEUBACHIND:NS,Speciality CHEMICALSMid Cap,"NSE:HEUBACHIND,"
1420,TINNARUBR:BO,Speciality CHEMICALSMid Cap,"NSE:TINNARUBR,"
1421,PIDILITIND:NS,Speciality CHEMICALSLarge Cap,"NSE:PIDILITIND,"
1422,SRF:NS,Speciality CHEMICALSLarge Cap,"NSE:SRF,"
1423,FLUOROCHEM:NS,Speciality CHEMICALSLarge Cap,"NSE:FLUOROCHEM,"
1424,SOLARINDS:NS,Speciality CHEMICALSLarge Cap,"NSE:SOLARINDS,"
1425,DEEPAKNTR:NS,Speciality CHEMICALSLarge Cap,"NSE:DEEPAKNTR,"
1426,TATACHEM:NS,Speciality CHEMICALSLarge Cap,"NSE:TATACHEM,"
1427,NAVINFLUOR:NS,Speciality CHEMICALSLarge Cap,"NSE:NAVINFLUOR,"
1428,ATUL:NS,Speciality CHEMICALSLarge Cap,"NSE:ATUL,"
1429,AARTIIND:NS,Speciality CHEMICALSLarge Cap,"NSE:AARTIIND,"
1430,VINATIORGA:NS,Speciality CHEMICALSLarge Cap,"NSE:VINATIORGA,"
1431,GODREJIND:NS,Speciality CHEMICALSLarge Cap,"NSE:GODREJIND,"
1432,CLEAN:NS,Speciality CHEMICALSLarge Cap,"NSE:CLEAN,"
1433,FINEORG:NS,Speciality CHEMICALSLarge Cap,"NSE:FINEORG,"
1434,AETHER:NS,Speciality CHEMICALSLarge Cap,"NSE:AETHER,"
1435,SPLPETRO:NS,Speciality CHEMICALSLarge Cap,"NSE:SPLPETRO,"
1436,JUBLINGREA:NS,Speciality CHEMICALSLarge Cap,"NSE:JUBLINGREA,"
1437,HSCL:NS,Speciality CHEMICALSLarge Cap,"NSE:HSCL,"
1438,ANURAS:NS,Speciality CHEMICALSMid Cap,"NSE:ANURAS,"
1439,ALKYLAMINE:NS,Speciality CHEMICALSMid Cap,"NSE:ALKYLAMINE,"
1440,CHEMPLASTS:NS,Speciality CHEMICALSMid Cap,"NSE:CHEMPLASTS,"
1441,BALAMINES:NS,Speciality CHEMICALSMid Cap,"NSE:BALAMINES,"
1442,LXCHEM:NS,Speciality CHEMICALSMid Cap,"NSE:LXCHEM,"
1443,ACI:NS,Speciality CHEMICALSMid Cap,"NSE:ACI,"
1444,GUJALKALI:NS,Speciality CHEMICALSMid Cap,"NSE:GUJALKALI,"
1445,GHCL:NS,Speciality CHEMICALSMid Cap,"NSE:GHCL,"
1446,PRIVISCL:NS,Speciality CHEMICALSMid Cap,"NSE:PRIVISCL,"
1447,ROSSARI:NS,Speciality CHEMICALSMid Cap,"NSE:ROSSARI,"
1449,NEOGEN:NS,Speciality CHEMICALSMid Cap,"NSE:NEOGEN,"
1450,NOCIL:NS,Speciality CHEMICALSMid Cap,"NSE:NOCIL,"
1451,TATVA:NS,Speciality CHEMICALSMid Cap,"NSE:TATVA,"
1452,FCL:NS,Speciality CHEMICALSMid Cap,"NSE:FCL,"
1453,CAMLINFINE:NS,Speciality CHEMICALSMid Cap,"NSE:CAMLINFINE,"
1454,GRAUWEIL:BO,Speciality CHEMICALSMid Cap,"NSE:GRAUWEIL,"
1455,SADHNANIQ:NS,Speciality CHEMICALSMid Cap,"NSE:SADHNANIQ,"
1456,BEPL:NS,Speciality CHEMICALSMid Cap,"NSE:BEPL,"
1457,MOL:NS,Speciality CHEMICALSMid Cap,"NSE:MOL,"
1458,INDIAGLYCO:NS,Speciality CHEMICALSMid Cap,"NSE:INDIAGLYCO,"
1459,VISHNU:NS,Speciality CHEMICALSMid Cap,"NSE:VISHNU,"
1460,TIRUMALCHM:NS,Speciality CHEMICALSMid Cap,"NSE:TIRUMALCHM,"
1461,FOSECOIND:NS,Speciality CHEMICALSMid Cap,"NSE:FOSECOIND,"
1462,FAIRCHEMOR:NS,Speciality CHEMICALSMid Cap,"NSE:FAIRCHEMOR,"
1463,ANDHRSUGAR:NS,Speciality CHEMICALSMid Cap,"NSE:ANDHRSUGAR,"
1464,GOCLCORP:NS,Speciality CHEMICALSMid Cap,"NSE:GOCLCORP,"
1465,STYRENIX:NS,Speciality CHEMICALSMid Cap,"NSE:STYRENIX,"
1466,SHK:NS,Speciality CHEMICALSMid Cap,"NSE:SHK,"
1467,IGPL:NS,Speciality CHEMICALSMid Cap,"NSE:IGPL,"
1468,DCW:NS,Speciality CHEMICALSMid Cap,"NSE:DCW,"
1469,OAL:NS,Speciality CHEMICALSMid Cap,"NSE:OAL,"
1470,MANALIPETC:NS,Speciality CHEMICALSMid Cap,"NSE:MANALIPETC,"
1471,SRHHYPOLTD:NS,Speciality CHEMICALSMid Cap,"NSE:SRHHYPOLTD,"
1472,DVL:NS,Speciality CHEMICALSMid Cap,"NSE:DVL,"
1473,INDOAMIN:NS,Speciality CHEMICALSMid Cap,"NSE:INDOAMIN,"
1474,SIGACHI:NS,Speciality CHEMICALSMid Cap,"NSE:SIGACHI,"
1475,HEUBACHIND:NS,Speciality CHEMICALSMid Cap,"NSE:HEUBACHIND,"
1476,CHEMFAB:NS,Speciality CHEMICALSMid Cap,"NSE:CHEMFAB,"
1477,PREMEXPLN:NS,Speciality CHEMICALSMid Cap,"NSE:PREMEXPLN,"
1478,PLATIND:NS,Speciality CHEMICALSMid Cap,"NSE:PLATIND,"
1479,VALIANTORG:NS,Speciality CHEMICALSSmall Cap,"NSE:VALIANTORG,"
1480,CHEMCON:NS,Speciality CHEMICALSSmall Cap,"NSE:CHEMCON,"
1481,GANESHBE:NS,Speciality CHEMICALSSmall Cap,"NSE:GANESHBE,"
1482,HPAL:NS,Speciality CHEMICALSSmall Cap,"NSE:HPAL,"
1483,OCCL:NS,Speciality CHEMICALSSmall Cap,"NSE:OCCL,"
1485,DMCC:NS,Speciality CHEMICALSSmall Cap,"NSE:DMCC,"
1486,JAYAGROGN:NS,Speciality CHEMICALSSmall Cap,"NSE:JAYAGROGN,"
1487,KANORICHEM:NS,Speciality CHEMICALSSmall Cap,"NSE:KANORICHEM,"
1488,CHEMBOND:NS,Speciality CHEMICALSSmall Cap,"NSE:CHEMBOND,"
1489,PLASTIBLEN:NS,Speciality CHEMICALSSmall Cap,"NSE:PLASTIBLEN,"
1490,MANORG:NS,Speciality CHEMICALSSmall Cap,"NSE:MANORG,"
1491,INDOBORAX:NS,Speciality CHEMICALSSmall Cap,"NSE:INDOBORAX,"
1492,DICIND:NS,Speciality CHEMICALSSmall Cap,"NSE:DICIND,"
1493,VITAL:NS,Speciality CHEMICALSSmall Cap,"NSE:VITAL,"
1494,VIKASECO:NS,Speciality CHEMICALSSmall Cap,"NSE:VIKASECO,"
1495,PAR:NS,Speciality CHEMICALSSmall Cap,"NSE:PAR,"
1496,KRONOX:NS,Speciality CHEMICALSSmall Cap,"NSE:KRONOX,"
1497,LLOYDSME:NS,Steel & Iron ProductsSteel Large Cap,"NSE:LLOYDSME,"
1498,JSWSTEEL:NS,Steel & Iron ProductsSteel Large Cap,"NSE:JSWSTEEL,"
1499,TATASTEEL:NS,Steel & Iron ProductsSteel Large Cap,"NSE:TATASTEEL,"
1500,SAIL:NS,Steel & Iron ProductsSteel Large Cap,"NSE:SAIL,"
1501,APLAPOLLO:NS,Steel & Iron ProductsSteel Large Cap,"NSE:APLAPOLLO,"
1502,MSUMI:NS,Steel & Iron ProductsSteel Large Cap,"NSE:MSUMI,"
1503,JSL:NS,Steel & Iron ProductsSteel Large Cap,"NSE:JSL,"
1504,RATNAMANI:NS,Steel & Iron ProductsSteel Large Cap,"NSE:RATNAMANI,"
1505,NSLNISP:NS,Steel & Iron ProductsSteel Large Cap,"NSE:NSLNISP,"
1506,JINDALSAW:NS,Steel & Iron ProductsSteel Large Cap,"NSE:JINDALSAW,"
1507,SHYAMMETL:NS,Steel & Iron ProductsSteel Large Cap,"NSE:SHYAMMETL,"
1508,USHAMART:NS,Steel & Iron ProductsSteel Large Cap,"NSE:USHAMART,"
1509,WELCORP:NS,Steel & Iron ProductsSteel Large Cap,"NSE:WELCORP,"
1510,GPIL:NS,Steel & Iron ProductsSteel Large Cap,"NSE:GPIL,"
1511,SARDAEN:NS,Steel & Iron ProductsSteel Large Cap,"NSE:SARDAEN,"
1512,JINDALSTEL:NS,Steel & Iron ProductsSteel Large Cap,"NSE:JINDALSTEL,"
