,SYMBOL,Sector,NSE CODE
881,TATATECH:NS,IT - SoftwareInformation TechnologyLarge Cap,"NSE:TATATECH,"
882,TANLA:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:TANLA,"
883,ROUTE:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:ROUTE,"
884,MASTEK:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:MASTEK,"
885,NAZARA:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:NAZARA,"
886,BCG:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:BCG,"
887,RATEGAIN:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:RATEGAIN,"
888,RSYSTEMS:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:RSYSTEMS,"
889,DATAMATICS:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:DATAMATICS,"
890,NUCLEUS:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:NUCLEUS,"
891,SAKSOFT:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:SAKSOFT,"
892,CIGNITITEC:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:CIGNITITEC,"
893,EXPLEOSOL:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:EXPLEOSOL,"
894,ACCELYA:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:ACCELYA,"
895,AURIONPRO:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:AURIONPRO,"
896,SUBEXLTD:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:SUBEXLTD,"
897,AXISCADES:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:AXISCADES,"
898,RPSGVENT:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:RPSGVENT,"
899,SASKEN:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:SASKEN,"
900,GENESYS:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:GENESYS,"
901,KSOLVES:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:KSOLVES,"
902,AURUM:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:AURUM,"
903,RAMCOSYS:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:RAMCOSYS,"
904,QUICKHEAL:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:QUICKHEAL,"
905,63MOONS:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:63MOONS,"
906,XCHANGING:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:XCHANGING,"
907,KELLTONTEC:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:KELLTONTEC,"
908,DSSL:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:DSSL,"
909,ADSL:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:ADSL,"
910,KERNEX:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:KERNEX,"
911,CYIENT:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:CYIENT,"
912,TANLA:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:TANLA,"
913,UNIECOM:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:UNIECOM,"
914,BLSE:NS,IT - SoftwareInformation TechnologyMid Cap,"NSE:BLSE,"
915,INNOVANA:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:INNOVANA,"
916,NPST:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:NPST,"
917,SYSTANGO:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:SYSTANGO,"
919,ALLETEC:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:ALLETEC,"
920,ONWARDTEC:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:ONWARDTEC,"
921,INFOBEAN:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:INFOBEAN,"
922,ONMOBILE:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:ONMOBILE,"
923,TRACXN:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:TRACXN,"
924,3IINFOLTD:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:3IINFOLTD,"
925,NINSYS:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:NINSYS,"
926,DIGISPICE:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:DIGISPICE,"
927,CYBERTECH:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:CYBERTECH,"
928,FCSSOFT:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:FCSSOFT,"
929,TRIGYN:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:TRIGYN,"
930,MINDTECK:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:MINDTECK,"
931,DEVIT:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:DEVIT,"
932,GSS:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:GSS,"
933,VIRINCHI:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:VIRINCHI,"
934,INSPIRISYS:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:INSPIRISYS,"
935,IZMO:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:IZMO,"
936,TAKE:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:TAKE,"
937,ASMS:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:ASMS,"
938,MEGASOFT:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:MEGASOFT,"
939,GOLDTECH:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:GOLDTECH,"
940,AIRAN:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:AIRAN,"
941,DRCSYSTEMS:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:DRCSYSTEMS,"
942,PALREDTEC:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:PALREDTEC,"
943,VISESHINFO:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:VISESHINFO,"
944,INTENTECH:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:INTENTECH,"
945,SOFTTECH:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:SOFTTECH,"
946,XELPMOC:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:XELPMOC,"
947,CTE:NS,IT - SoftwareInformation TechnologySmall Cap,"NSE:CTE,"
948,GREENLAM:NS,Laminates/Decoratives-CONSTRUCTION MATERIAL,"NSE:GREENLAM,"
949,STYLAMIND:NS,Laminates/Decoratives-CONSTRUCTION MATERIAL,"NSE:STYLAMIND,"
950,AIROLAM:NS,Laminates/Decoratives-CONSTRUCTION MATERIAL,"NSE:AIROLAM,"
951,WIPL:NS,Laminates/Decoratives-CONSTRUCTION MATERIAL,"NSE:WIPL,"
952,MILTON:NS,Laminates/Decoratives-CONSTRUCTION MATERIAL,"NSE:MILTON,"
953,DELHIVERY:NS,Logistics,"NSE:DELHIVERY,"
954,BLUEDART:NS,Logistics,"NSE:BLUEDART,"
955,CONCOR:NS,Logistics,"NSE:CONCOR,"
956,AEGISLOG:NS,Logistics,"NSE:AEGISCHEM,"
957,ALLCARGO:NS,Logistics,"NSE:ALLCARGO,"
958,TCIEXP:NS,Logistics,"NSE:TCIEXP,"
959,VRLLOG:NS,Logistics,"NSE:VRLLOG,"
960,TCI:NS,Logistics,"NSE:TCI,"
961,GATEWAY:NS,Logistics,"NSE:GATEWAY,"
962,MAHLOG:NS,Logistics,"NSE:MAHLOG,"
963,ACLGATI:NS,Logistics,"NSE:GATI,"
964,NAVKARCORP:NS,Logistics,"NSE:NAVKARCORP,"
965,SNOWMAN:NS,Logistics,"NSE:SNOWMAN,"
966,JITFINFRA:NS,Logistics,"NSE:JITFINFRA,"
967,RITCO:NS,Logistics,"NSE:RITCO,"
968,AVG:NS,Logistics,"NSE:AVG,"
969,MAHESHWARI:NS,Logistics,"NSE:MAHESHWARI,"
970,TOTAL:NS,Logistics,"NSE:TOTAL,"
971,DRSDILIP:NS,Logistics,"NSE:DRSDILIP,"
972,NECCLTD:NS,Logistics,"NSE:NECCLTD,"
973,SVLL:NS,Logistics,"NSE:SVLL,"
974,ASPINWALL:NS,Logistics,"NSE:ASPINWALL,"
975,ACCURACY:NS,Logistics,"NSE:ACCURACY,"
976,ARSHIYA:NS,Logistics,"NSE:ARSHIYA,"
977,TARACHAND:NS,Logistics,"NSE:TARACHAND,"
978,OBCL:NS,Logistics,"NSE:OBCL,"
979,WCIL:NS,Logistics,"NSE:WCIL,"
980,TVSSCS:NS,Logistics,"NSE:TVSSCS,"
981,CASTROLIND:NS,Lubricants/AUTOMOBILE & ANCILLARIES,"NSE:CASTROLIND,"
982,GULFOILLUB:NS,Lubricants/AUTOMOBILE & ANCILLARIES,"NSE:GULFOILLUB,"
983,SOTL:NS,Lubricants/AUTOMOBILE & ANCILLARIES,"NSE:SOTL,"
984,PANAMAPET:NS,Lubricants/AUTOMOBILE & ANCILLARIES,"NSE:PANAMAPET,"
986,GULFPETRO:NS,Lubricants/AUTOMOBILE & ANCILLARIES,"NSE:GULFPETRO,"
987,GANDHAR:NS,Lubricants/AUTOMOBILE & ANCILLARIES,"NSE:GANDHAR,"
988,PVRINOX:NS,Media & Entertainment,"NSE:PVRINOX,"
989,SAREGAMA:NS,Media & Entertainment,"NSE:SAREGAMA,"
990,PFOCUS:NS,Media & Entertainment,"NSE:PFOCUS,"
991,TIPSMUSIC:NS,Media & Entertainment,"NSE:TIPSMUSIC,"
992,BALAJITELE:NS,Media & Entertainment,"NSE:BALAJITELE,"
993,SHEMAROO:NS,Media & Entertainment,"NSE:SHEMAROO,"
994,UFO:NS,Media & Entertainment,"NSE:UFO,"
995,CINELINE:NS,Media & Entertainment,"NSE:CINELINE,"
996,EROSMEDIA:NS,Media & Entertainment,"NSE:EROSMEDIA,"
997,TIPSFILMS:NS,Media & Entertainment,"NSE:TIPSFILMS,"
998,MUKTAARTS:NS,Media & Entertainment,"NSE:MUKTAARTS,"
999,VELS:NS,Media & Entertainment,"NSE:VELS,"
1000,BAGFILMS:NS,Media & Entertainment,"NSE:BAGFILMS,"
1001,CINEVISTA:NS,Media & Entertainment,"NSE:CINEVISTA,"
1002,PVRINOX:NS,Media & Entertainment,"NSE:PVRINOX,"
1003,TIPSMUSIC:NS,Media & Entertainment,"NSE:TIPSINDLTD,"
1004,RKSWAMY:NS,Media & Entertainment,"NSE:RKSWAMY,"
1005,POLYMED:NS,Medical Equipment/Supplies/AccessoriesHealthcare,"NSE:POLYMED,"
1006,NURECA:NS,Medical Equipment/Supplies/AccessoriesHealthcare,"NSE:NURECA,"
1007,COALINDIA:NS,Mining,"NSE:COALINDIA,"
1008,NMDC:NS,Mining,"NSE:NMDC,"
1009,KIOCL:NS,Mining,"NSE:KIOCL,"
1010,GMDCLTD:NS,Mining,"NSE:GMDCLTD,"
1011,MOIL:NS,Mining,"NSE:MOIL,"
1012,ORISSAMINE:NS,Mining,"NSE:ORISSAMINE,"
1013,ASHAPURMIN:NS,Mining,"NSE:ASHAPURMIN,"
1014,CLOUD:NS,Miscellaneous-MiscellaneousMiscellaneousInvalid ValueInvalid Value,"NSE:CLOUD,"
1016,DUGLOBAL:NS,Miscellaneous-MiscellaneousMiscellaneousInvalid ValueInvalid Value,"NSE:DUGLOBAL,"
1017,CRAYONS:NS,Miscellaneous-MiscellaneousMiscellaneousInvalid ValueInvalid Value,"NSE:CRAYONS,"
1018,PROPEQUITY:NS,Miscellaneous-MiscellaneousMiscellaneousInvalid ValueInvalid Value,"NSE:PROPEQUITY,"
1019,BAHETI:NS,Miscellaneous-MiscellaneousMiscellaneousInvalid ValueInvalid Value,"NSE:BAHETI,"
1020,KHFM:NS,Miscellaneous-MiscellaneousMiscellaneousInvalid ValueInvalid Value,"NSE:KHFM,"
1021,LATENTVIEW:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:LATENTVIEW,"
1022,SIS:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:SIS,"
1023,RTNINDIA:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:RTNINDIA,"
1024,TEAMLEASE:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:TEAMLEASE,"
1025,DREAMFOLKS:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:DREAMFOLKS,"
1026,WABAG:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:WABAG,"
1027,SJS:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:SJS,"
1028,SPCENET:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:SPCENET,"
1029,AGSTRA:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:AGSTRA,"
1030,AWHCL:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:AWHCL,"
1031,ARROWGREEN:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:ARROWGREEN,"
1032,VERTOZ:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:VERTOZ,"
1033,AWFIS:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:AWFIS,"
1034,UDS:NS,Miscellaneous-MiscellaneousMiscellaneousMid CapMid Cap,"NSE:UDS,"
1035,KAMOPAINTS:NS,Miscellaneous-MiscellaneousMiscellaneousSmall CapSmall Cap,"NSE:KAMOPAINTS,"
1036,UNIVPHOTO:NS,Miscellaneous-MiscellaneousMiscellaneousSmall CapSmall Cap,"NSE:UNIVPHOTO,"
1037,PTL:NS,Miscellaneous-MiscellaneousMiscellaneousSmall CapSmall Cap,"NSE:PTL,"
1038,PRITI:NS,Miscellaneous-MiscellaneousMiscellaneousSmall CapSmall Cap,"NSE:PRITI,"
1039,AARVI:NS,Miscellaneous-MiscellaneousMiscellaneousSmall CapSmall Cap,"NSE:AARVI,"
1040,TOUCHWOOD:NS,Miscellaneous-MiscellaneousMiscellaneousSmall CapSmall Cap,"NSE:TOUCHWOOD,"
1041,IEL:NS,Miscellaneous-MiscellaneousMiscellaneousSmall CapSmall Cap,"NSE:IEL,"
1042,KAPSTON:NS,Miscellaneous-MiscellaneousMiscellaneousSmall CapSmall Cap,"NSE:KAPSTON,"
1043,3RDROCK:NS,Miscellaneous-MiscellaneousMiscellaneousSmall CapSmall Cap,"NSE:3RDROCK,"
1044,YAARI:NS,Miscellaneous-MiscellaneousMiscellaneousSmall CapSmall Cap,"NSE:YAARI,"
1045,BAJFINANCE:NS,NBFCFinance Large Cap,"NSE:BAJFINANCE,"
1046,CHOLAFIN:NS,NBFCFinance Large Cap,"NSE:CHOLAFIN,"
1047,BAJAJHLDNG:NS,NBFCFinance Large Cap,"NSE:BAJAJHLDNG,"
1049,SBICARD:NS,NBFCFinance Mid Cap,"NSE:SBICARD,"
1050,MUTHOOTFIN:NS,NBFCFinance Mid Cap,"NSE:MUTHOOTFIN,"
1051,ABCAPITAL:NS,NBFCFinance Mid Cap,"NSE:ABCAPITAL,"
1052,M&MFIN:NS,NBFCFinance Mid Cap,"NSE:M&MFIN,"
1053,SUNDARMFIN:NS,NBFCFinance Mid Cap,"NSE:SUNDARMFIN,"
1054,POONAWALLA:NS,NBFCFinance Mid Cap,"NSE:POONAWALLA,"
1055,LTF:NS,NBFCFinance Mid Cap,"NSE:LTF,"
1056,CREDITACC:NS,NBFCFinance Mid Cap,"NSE:CREDITACC,"
1057,PEL:NS,NBFCFinance Mid Cap,"NSE:PEL,"
1058,IDFC:NS,NBFCFinance Mid Cap,"NSE:IDFC,"
1059,FIVESTAR:NS,NBFCFinance Mid Cap,"NSE:FIVESTAR,"
1060,TATAINVEST:NS,NBFCFinance Mid Cap,"NSE:TATAINVEST,"
1061,CDSL:NS,NBFCFinance Mid Cap,"NSE:CDSL,"
1062,MANAPPURAM:NS,NBFCFinance Mid Cap,"NSE:MANAPPURAM,"
1063,EDELWEISS:NS,NBFCFinance Mid Cap,"NSE:EDELWEISS,"
1064,AHLUCONT:NS,NBFCFinance Mid Cap,"NSE:AHLUCONT,"
1065,CHOLAHLDNG:NS,NBFCFinance Mid Cap,"NSE:CHOLAHLDNG,"
1066,JMFINANCIL:NS,NBFCFinance Mid Cap,"NSE:JMFINANCIL,"
1067,IIFL:NS,NBFCFinance Mid Cap,"NSE:IIFL,"
1068,CGCL:NS,NBFCFinance Mid Cap,"NSE:CGCL,"
1069,IIFLSEC:NS,NBFCFinance Mid Cap,"NSE:IIFLSEC,"
1070,CHOICEIN:NS,NBFCFinance Mid Cap,"NSE:CHOICEIN,"
1071,IREDA:NS,NBFCFinance Mid Cap,"NSE:IREDA,"
1072,SBFC:NS,NBFCFinance Mid Cap,"NSE:SBFC,"
1073,FUSION:NS,NBFCFinance Small Cap,"NSE:FUSION,"
1074,SPANDANA:NS,NBFCFinance Small Cap,"NSE:SPANDANA,"
1075,PAISALO:NS,NBFCFinance Small Cap,"NSE:PAISALO,"
1076,UGROCAP:NS,NBFCFinance Small Cap,"NSE:UGROCAP,"
1077,INDOSTAR:NS,NBFCFinance Small Cap,"NSE:INDOSTAR,"
1078,ARMANFIN:NS,NBFCFinance Small Cap,"NSE:ARMANFIN,"
1079,PNBGILTS:NS,NBFCFinance Small Cap,"NSE:PNBGILTS,"
1080,PFS:NS,NBFCFinance Small Cap,"NSE:PFS,"
1081,SASTASUNDR:NS,NBFCFinance Small Cap,"NSE:SASTASUNDR,"
1082,VHL:NS,NBFCFinance Small Cap,"NSE:VHL,"
1083,SUMMITSEC:NS,NBFCFinance Small Cap,"NSE:SUMMITSEC,"
1084,MUTHOOTCAP:NS,NBFCFinance Small Cap,"NSE:MUTHOOTCAP,"
1085,CREST:NS,NBFCFinance Small Cap,"NSE:CREST,"
1086,THEINVEST:NS,NBFCFinance Small Cap,"NSE:THEINVEST,"
1087,NAHARCAP:NS,NBFCFinance Small Cap,"NSE:NAHARCAP,"
1088,CSLFINANCE:NS,NBFCFinance Small Cap,"NSE:CSLFINANCE,"
1089,BAIDFIN:NS,NBFCFinance Small Cap,"NSE:BAIDFIN,"
1090,CONSOFINVT:NS,NBFCFinance Small Cap,"NSE:CONSOFINVT,"
1091,MANBA:NS,NBFCFinance Small Cap,"NSE:MANBA,"
1092,NORTHARC:NS,NBFCFinance Small Cap,"NSE:NORTHARC,"
1093,AFIL:NS,NBFCFinance Small Cap,"NSE:AFIL,"
1094,MUTHOOTMF:NS,NBFCFinance Small Cap,"NSE:MUTHOOTMF,"
1095,FEDFINA:NS,NBFCFinance Small Cap,"NSE:FEDFINA,"
1096,HINDZINC:NS,Non Ferrous - Metal,"NSE:HINDZINC,"
1097,VEDL:NS,Non Ferrous - Metal,"NSE:VEDL,"
1098,HINDALCO:NS,Non Ferrous - Metal,"NSE:HINDALCO,"
1099,HINDCOPPER:NS,Non Ferrous - Metal,"NSE:HINDCOPPER,"
1100,GRAVITA:NS,Non Ferrous - Metal,"NSE:GRAVITA,"
1101,SBCL:NS,Non Ferrous - Metal,"NSE:SBCL,"
1102,BHARATWIRE:NS,Non Ferrous - Metal,"NSE:BHARATWIRE,"
1103,RAMRAT:NS,Non Ferrous - Metal,"NSE:RAMRAT,"
1104,POCL:NS,Non Ferrous - Metal,"NSE:POCL,"
1105,SHERA:NS,Non Ferrous - Metal,"NSE:SHERA,"
1106,BHAGYANGR:NS,Non Ferrous - Metal,"NSE:BHAGYANGR,"
1107,MCL:NS,Non Ferrous - Metal,"NSE:MCL,"
1108,ONGC:NS,Oil Exploration-CRUDE OIL,"NSE:ONGC,"
1109,OIL:NS,Oil Exploration-CRUDE OIL,"NSE:OIL,"
1110,HINDOILEXP:NS,Oil Exploration-CRUDE OIL,"NSE:HINDOILEXP,"
1111,JINDRILL:NS,Oil Exploration-CRUDE OIL,"NSE:JINDRILL,"
1112,SELAN:NS,Oil Exploration-CRUDE OIL,"NSE:SELAN,"
1114,ASIANENE:NS,Oil Exploration-CRUDE OIL,"NSE:ASIANENE,"
1115,ABAN:NS,Oil Exploration-CRUDE OIL,"NSE:ABAN,"
1116,AGI:NS,Packaging-FMCG,"NSE:AGI,"
1117,TCPLPACK:NS,Packaging-FMCG,"NSE:TCPLPACK,"
1118,UMA:NS,Packaging-FMCG,"NSE:UMA,"
1119,DKEGL:NS,Packaging-FMCG,"NSE:DKEGL,"
1120,RMCL:NS,Packaging-FMCG,"NSE:RMCL,"
1121,PYRAMID:NS,Packaging-FMCG,"NSE:PYRAMID,"
1122,ASIANPAINT:NS,Paints-CHEMICALS,"NSE:ASIANPAINT,"
1123,BERGEPAINT:NS,Paints-CHEMICALS,"NSE:BERGEPAINT,"
1124,KANSAINER:NS,Paints-CHEMICALS,"NSE:KANSAINER,"
1125,AKZOINDIA:NS,Paints-CHEMICALS,"NSE:AKZOINDIA,"
1126,INDIGOPNTS:NS,Paints-CHEMICALS,"NSE:INDIGOPNTS,"
1127,SHALPAINTS:NS,Paints-CHEMICALS,"NSE:SHALPAINTS,"
1128,DUCOL:NS,Paints-CHEMICALS,"NSE:DUCOL,"
1130,JKPAPER:NS,Paper,"NSE:JKPAPER,"
1131,WSTCSTPAPR:NS,Paper,"NSE:WSTCSTPAPR,"
1132,SESHAPAPER:NS,Paper,"NSE:SESHAPAPER,"
1133,ANDHRAPAP:NS,Paper,"NSE:ANDHRAPAP,"
1134,TNPL:NS,Paper,"NSE:TNPL,"
1135,KUANTUM:NS,Paper,"NSE:KUANTUM,"
1136,SATIA:NS,Paper,"NSE:SATIA,"
1137,ORIENTPPR:NS,Paper,"NSE:ORIENTPPR,"
1138,RUSHIL:NS,Paper,"NSE:RUSHIL,"
1139,EMAMIPAP:NS,Paper,"NSE:EMAMIPAP,"
1140,NRAIL:NS,Paper,"NSE:NRAIL,"
1141,BBTCL:NS,Paper,"NSE:BBTCL,"
1142,PDMJEPAPER:NS,Paper,"NSE:PDMJEPAPER,"
1143,GENUSPAPER:NS,Paper,"NSE:GENUSPAPER,"
1144,RUCHIRA:NS,Paper,"NSE:RUCHIRA,"
1145,SHREYANIND:NS,Paper,"NSE:SHREYANIND,"
1146,STARPAPER:NS,Paper,"NSE:STARPAPER,"
1147,MAGNUM:NS,Paper,"NSE:MAGNUM,"
1148,RAMANEWS:NS,Paper,"NSE:RAMANEWS,"
1149,WORTH:NS,Paper,"NSE:WORTH,"
1150,ASTRON:NS,Paper,"NSE:ASTRON,"
1151,BALLARPUR:NS,Paper,"NSE:BALLARPUR,"
1152,SUNDARAM:NS,Paper,"NSE:SUNDARAM,"
1153,PIIND:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:PIIND,"
1154,UPL:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:UPL,"
1155,SUMICHEM:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:SUMICHEM,"
1156,BAYERCROP:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:BAYERCROP,"
1157,BASF:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:BASF,"
1158,BHARATRAS:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:BHARATRAS,"
1159,SHARDACROP:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:SHARDACROP,"
1160,RALLIS:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:RALLIS,"
1161,DHANUKA:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:DHANUKA,"
1162,ASTEC:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:ASTEC,"
1163,IPL:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:IPL,"
1164,BESTAGRO:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:BESTAGRO,"
1165,NACLIND:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:NACLIND,"
1166,BHAGCHEM:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:BHAGCHEM,"
1167,HERANBA:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:HERANBA,"
1168,INSECTICID:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:INSECTICID,"
1169,SHIVALIK:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:SHIVALIK,"
1170,EXCELINDUS:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:EXCELINDUS,"
1171,PUNJABCHEM:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:PUNJABCHEM,"
1172,DHARMAJ:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:DHARMAJ,"
1173,NOVAAGRI:NS,Pesticides & AgrochemicalsCHEMICALS,"NSE:NOVAAGRI,"
1174,RAIN:NS,Petrochemicals-CRUDE OIL,"NSE:RAIN,"
1175,TNPETRO:NS,Petrochemicals-CRUDE OIL,"NSE:TNPETRO,"
1176,VIKASLIFE:NS,Petrochemicals-CRUDE OIL,"NSE:VIKASLIFE,"
1177,KOTHARIPET:NS,Petrochemicals-CRUDE OIL,"NSE:KOTHARIPET,"
1178,ORICONENT:NS,Petrochemicals-CRUDE OIL,"NSE:ORICONENT,"
1179,PPLPHARMA:NS,Pharmaceuticals & Drugs-HealthcareInvalid Value,"NSE:PPLPHARMA,"
1180,NOVARTIND:BO,Pharmaceuticals & Drugs-HealthcareInvalid Value,"NSE:NOVARTIND,"
1181,BETA:NS,Pharmaceuticals & Drugs-HealthcareInvalid Value,"NSE:BETA,"
1182,SUNPHARMA:NS,Pharmaceuticals & Drugs-HealthcareLarge Cap,"NSE:SUNPHARMA,"
1183,DIVISLAB:NS,Pharmaceuticals & Drugs-HealthcareLarge Cap,"NSE:DIVISLAB,"
1184,CIPLA:NS,Pharmaceuticals & Drugs-HealthcareLarge Cap,"NSE:CIPLA,"
1185,DRREDDY:NS,Pharmaceuticals & Drugs-HealthcareLarge Cap,"NSE:DRREDDY,"
1186,TORNTPHARM:NS,Pharmaceuticals & Drugs-HealthcareLarge Cap,"NSE:TORNTPHARM,"
1187,ZYDUSLIFE:NS,Pharmaceuticals & Drugs-HealthcareLarge Cap,"NSE:ZYDUSLIFE,"
1188,EMCURE:NS,Pharmaceuticals & Drugs-HealthcareLarge Cap,"NSE:EMCURE,"
1189,MANKIND:NS,Pharmaceuticals & Drugs-HealthcareLarge Cap,"NSE:MANKIND,"
1190,MANKIND:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:MANKIND,"
1191,ABBOTINDIA:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:ABBOTINDIA,"
1192,ALKEM:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:ALKEM,"
1193,AUROPHARMA:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:AUROPHARMA,"
1194,LUPIN:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:LUPIN,"
1195,SYNGENE:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:SYNGENE,"
1196,BIOCON:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:BIOCON,"
1197,GLAXO:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:GLAXO,"
1198,LAURUSLABS:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:LAURUSLABS,"
1199,IPCALAB:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:IPCALAB,"
1200,PFIZER:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:PFIZER,"
1201,GLENMARK:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:GLENMARK,"
1202,AJANTPHARM:NS,Pharmaceuticals & Drugs-HealthcareMid Cap,"NSE:AJANTPHARM,"
